ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS	STRUCTURE	ALIGNMENT	CROSSIDS	COGID
232	Zhoucheng	ant	pi21pɯ21	pi21pɯ21	p i ²¹ + p ɯ ²¹	247 248	i n t + i n t	p - i ²¹ + p ɯ ²¹	247 248	33
233	Mazhelong	ant	pi55pǝɯ21	pi55pǝɯ21	p i ⁵⁵ + p əɯ ²¹	247 248	i n t + i n t	p - i ⁵⁵ + p əɯ ²¹	247 248	33
234	ProtoBai	arrow	tsjen5	tsjen5	ts j e n ⁵	267	i m n c t	ts j e n ⁵	267	34
235	Tuoluo	arrow	tɕien21	tɕien21	tɕ i/j e n ²¹	267	i m n c t	tɕ i/j e n ²¹	267	34
236	Gongxing	arrow	tɕin42	tɕin42	tɕ i n ⁴²	267	i n c t	tɕ - i n ⁴²	267	34
237	Enqi	arrow	tsi43	tsi43	ts i ⁴³	267	i n t	ts - i - ⁴³	267	34
238	Ega	arrow	tsɛ42	tsɛ42	ts ɛ ⁴²	267	i n t	ts - ɛ - ⁴²	267	34
239	Jinman	arrow	tsẽ42	tsẽ42	ts ẽ ⁴²	267	i n t	ts - ẽ - ⁴²	267	34
240	Jinxing	arrow	tɕien42	tɕien42	tɕ i/j e n ⁴²	267	i m n c t	tɕ i/j e n ⁴²	267	34
241	Dashi	arrow	tɕien42	tɕien42	tɕ i/j e n ⁴²	267	i m n c t	tɕ i/j e n ⁴²	267	34
242	Zhoucheng	arrow	tɕi53	tɕi53	tɕ i ⁵³	267	i n t	tɕ - i - ⁵³	267	34
243	Mazhelong	arrow	tɕen42	tɕen42	tɕ e n ⁴²	267	i n c t	tɕ - e n ⁴²	267	34
244	ProtoBai	ask; question	præ4	præ4	p r æ ⁴	278	i m n t	p r æ ⁴	278	35
245	Tuoluo	ask; question	tʂua42	tʂua42	ʈʂ u/w a ⁴²	280	i m n t	ʈʂ u/w a ⁴²	280	37
246	Gongxing	ask; question	tɕuɛ24	tɕuɛ24	tɕ u/w ɛ ²⁴	280	i m n t	tɕ u/w ɛ ²⁴	280	37
247	Enqi	ask; question	piæ55	piæ55	p i/j æ ⁵⁵	278	i m n t	p i/j æ ⁵⁵	278	35
248	Ega	ask; question	tɕya44	tɕya44	tɕ y a ⁴⁴	279	i m n t	tɕ y a ⁴⁴	279	36
249	Jinman	ask; question	tɕua55	tɕua55	tɕ u/w a ⁵⁵	280	i m n t	tɕ u/w a ⁵⁵	280	37
250	Jinxing	ask; question	pia44	pia44	p i/j a ⁴⁴	278	i m n t	p i/j a ⁴⁴	278	35
251	Dashi	ask; question	piɚ44	piɚ44	p i/j ɚ/ə ⁴⁴	278	i m n t	p i/j ɚ/ə ⁴⁴	278	35
252	Zhoucheng	ask; question	piɛ44	piɛ44	p i/j ɛ ⁴⁴	278	i m n t	p i/j ɛ ⁴⁴	278	35
253	Mazhelong	ask; question	piɚ44	piɚ44	p i/j ɚ/ə ⁴⁴	278	i m n t	p i/j ɚ/ə ⁴⁴	278	35
254	ProtoBai	astringent; like unripe	sri4	sri4	s r i ⁴	289	i m n t	s r i ⁴	289	38
255	Tuoluo	astringent; like unripe	ʂi4	ʂi4	ʂ i ⁴	289	i n t	ʂ - i ⁴	289	38
256	Gongxing	astringent; like unripe	tsua24	tsua24	ts u/w a ²⁴	289	i m n t	ts u/w a ²⁴	289	38
257	Enqi	astringent; like unripe	sɿ55	sɿ55	s ɿ ⁵⁵	289	i n t	s - ɿ ⁵⁵	289	38
258	Ega	astringent; like unripe	(kʰui42/tsʰi42)	tsʰi42)	tsʰ i ⁴²	289	i n t	tsʰ - i ⁴²	289	38
259	Jinman	astringent; like unripe	ʂɚ55	ʂɚ55	ʂ ɚ/ə ⁵⁵	289	i n t	ʂ - ɚ/ə ⁵⁵	289	38
260	Jinxing	astringent; like unripe	sa44	sa44	s a ⁴⁴	289	i n t	s - a ⁴⁴	289	38
261	Dashi	astringent; like unripe	ʂi44	ʂi44	ʂ i ⁴⁴	289	i n t	ʂ - i ⁴⁴	289	38
262	Zhoucheng	astringent; like unripe	si55	si55	s i ⁵⁵	289	i n t	s - i ⁵⁵	289	38
263	Mazhelong	astringent; like unripe	si44	si44	s i ⁴⁴	289	i n t	s - i ⁴⁴	289	38
264	ProtoBai	at night; in the evening	pɛ2	pɛ2	p ɛ ²	300	i n t	p ɛ ²	300	39
265	Tuoluo	at night; in the evening	pɛ33	pɛ33	p ɛ ³³	300	i n t	p ɛ ³³	300	39
266	Gongxing	at night; in the evening	(ja55xɯ42)	ja55xɯ42	j a ⁵⁵ + x ɯ ⁴²	303 304	m n t + i n t	- j a ⁵⁵ + x ɯ ⁴²	303 304	39
267	Enqi	at night; in the evening	(ɕia24xɯ22)	ɕia24xɯ22	ɕ i/j a ²⁴ + x ɯ ²²	303 304	i m n t + i n t	ɕ i/j a ²⁴ + x ɯ ²²	303 304	39
268	Ega	at night; in the evening	(ɲi44u22)	ɲi44u22	ɲ i ⁴⁴ + u ²²	301 302	i n t + n t	ɲ i ⁴⁴ + u ²²	301 302	40
269	Jinman	at night; in the evening	(ɕia55xɯ̃42)	ɕia55xɯ̃42	ɕ i/j a ⁵⁵ + x ɯ̃ ⁴²	303 304	i m n t + i n t	ɕ i/j a ⁵⁵ + x ɯ̃ ⁴²	303 304	39
270	Jinxing	at night; in the evening	pẽ55	pẽ55	p ẽ ⁵⁵	300	i n t	p ẽ ⁵⁵	300	39
271	Dashi	at night; in the evening	pe33	pe33	p e ³³	300	i n t	p e ³³	300	39
272	Zhoucheng	at night; in the evening	pe33	pe33	p e ³³	300	i n t	p e ³³	300	39
273	Mazhelong	at night; in the evening	(ɕɚ55pʰo55)	ɕɚ55pʰo55	ɕ ɚ/ə ⁵⁵ + pʰ o ⁵⁵	304 300	i n t + i n t	ɕ ɚ/ə ⁵⁵ + pʰ o ⁵⁵	304 300	39
274	ProtoBai	axe	pɯ2	pɯ2	p ɯ ²	316	i n t	p ɯ ²	316	41
275	Tuoluo	axe	pɯ33	pɯ33	p ɯ ³³	316	i n t	p ɯ ³³	316	41
276	Gongxing	axe	pu33	pu33	p u ³³	316	i n t	p u ³³	316	41
277	Enqi	axe	pɯ22	pɯ22	p ɯ ²²	316	i n t	p ɯ ²²	316	41
278	Ega	axe	pɯ22	pɯ22	p ɯ ²²	316	i n t	p ɯ ²²	316	41
279	Jinman	axe	pɯ22	pɯ22	p ɯ ²²	316	i n t	p ɯ ²²	316	41
280	Jinxing	axe	pɯ33	pɯ33	p ɯ ³³	316	i n t	p ɯ ³³	316	41
281	Dashi	axe	pɯ33	pɯ33	p ɯ ³³	316	i n t	p ɯ ³³	316	41
282	Zhoucheng	axe	pɯ33	pɯ33	p ɯ ³³	316	i n t	p ɯ ³³	316	41
283	Mazhelong	axe	pǝɯ33	pǝɯ33	p əɯ ³³	316	i n t	p əɯ ³³	316	41
284	ProtoBai	back, behind	ɣɯ2	ɣɯ2	ɣ ɯ ²	327	i n t	ɣ ɯ ²	327	42
285	Tuoluo	back, behind	ɣɯ33	ɣɯ33	ɣ ɯ ³³	327	i n t	ɣ ɯ ³³	327	42
286	Gongxing	back, behind	ɣe22	ɣe22	ɣ e ²²	327	i n t	ɣ e ²²	327	42
287	Enqi	back, behind	ɯ22	ɯ22	ɯ ²²	328	n t	ɯ ²²	328	43
288	Ega	back, behind	xɯ̃22	xɯ̃22	x ɯ̃ ²²	327	i n t	x ɯ̃ ²²	327	42
289	Jinman	back, behind	xẽ55	xẽ55	x ẽ ⁵⁵	327	i n t	x ẽ ⁵⁵	327	42
290	Jinxing	back, behind	ɣeǝ33	ɣeǝ33	ɣ eə ³³	327	i n t	ɣ eə ³³	327	42
291	Dashi	back, behind	ɣɯ33	ɣɯ33	ɣ ɯ ³³	327	i n t	ɣ ɯ ³³	327	42
292	Zhoucheng	back, behind	ɣɯ33	ɣɯ33	ɣ ɯ ³³	327	i n t	ɣ ɯ ³³	327	42
293	Mazhelong	back, behind	ɣǝ33	ɣǝ33	ɣ ə ³³	327	i n t	ɣ ə ³³	327	42
294	ProtoBai	bad (things)	quɛ3	quɛ3	q u/w ɛ ³	338	i m n t	q u/w ɛ ³	338	44
295	Tuoluo	bad (things)	quɛ21	quɛ21	q u/w ɛ ²¹	338	i m n t	q u/w ɛ ²¹	338	44
296	Gongxing	bad (things)	quɛ42	quɛ42	q u/w ɛ ⁴²	338	i m n t	q u/w ɛ ⁴²	338	44
297	Enqi	bad (things)	quE43	quE43	q u ᴇ/ɛ ⁴³	339	i m n t	q u ᴇ/ɛ ⁴³	339	45
298	Ega	bad (things)	quɛ42	quɛ42	q u/w ɛ ⁴²	338	i m n t	q u/w ɛ ⁴²	338	44
299	Jinman	bad (things)	que42	que42	q u/w e ⁴²	338	i m n t	q u/w e ⁴²	338	44
300	Jinxing	bad (things)	kua44	kua44	k u/w a ⁴⁴	338	i m n t	k u/w a ⁴⁴	338	44
301	Dashi	bad (things)	kue42	kue42	k u/w e ⁴²	338	i m n t	k u/w e ⁴²	338	44
302	Mazhelong	bad (things)	kuɛ44	kuɛ44	k u/w ɛ ⁴⁴	338	i m n t	k u/w ɛ ⁴⁴	338	44
303	ProtoBai	bamboo	tsro4	tsro4	ts r o ⁴	348	i m n t	ts r o ⁴	348	46
304	Tuoluo	bamboo	tʂv42	tʂv42	ʈʂ v/ʯ ⁴²	348	i n t	ʈʂ - v/ʯ ⁴²	348	46
305	Gongxing	bamboo	tsao24	tsao24	ts ao ²⁴	348	i n t	ts - ao ²⁴	348	46
306	Enqi	bamboo	tɕo55	tɕo55	tɕ o ⁵⁵	348	i n t	tɕ - o ⁵⁵	348	46
307	Ega	bamboo	tɕu44	tɕu44	tɕ u ⁴⁴	348	i n t	tɕ - u ⁴⁴	348	46
308	Jinman	bamboo	tɕu55	tɕu55	tɕ u ⁵⁵	348	i n t	tɕ - u ⁵⁵	348	46
309	Jinxing	bamboo	tsv44	tsv44	ts v/ʯ ⁴⁴	348	i n t	ts - v/ʯ ⁴⁴	348	46
310	Dashi	bamboo	tʂo33	tʂo33	ʈʂ o ³³	348	i n t	ʈʂ - o ³³	348	46
311	Zhoucheng	bamboo	tsv44	tsv44	ts v/ʯ ⁴⁴	348	i n t	ts - v/ʯ ⁴⁴	348	46
312	Mazhelong	bamboo	tsu44	tsu44	ts u ⁴⁴	348	i n t	ts - u ⁴⁴	348	46
313	ProtoBai	bamboo food steamer	ŋuen1	ŋuen1	ŋ u/w e n ¹	359	i m n c t	ŋ u/w e n ¹	359	47
314	Tuoluo	bamboo food steamer	uen35	uen35	u/w e n ³⁵	359	i n c t	u/w - e n ³⁵	359	47
315	Gongxing	bamboo food steamer	uen12	uen12	u/w e n ¹²	359	i n c t	u/w - e n ¹²	359	47
316	Enqi	bamboo food steamer	ŋui21	ŋui21	ŋ u/w i ²¹	359	i m n t	ŋ u/w i - ²¹	359	47
317	Ega	bamboo food steamer	ŋuɛ21	ŋuɛ21	ŋ u/w ɛ ²¹	359	i m n t	ŋ u/w ɛ - ²¹	359	47
318	Jinxing	bamboo food steamer	uẽ21	uẽ21	u/w ẽ ²¹	359	i n t	u/w - ẽ - ²¹	359	47
319	Dashi	bamboo food steamer	uen21	uen21	u/w e n ²¹	359	i n c t	u/w - e n ²¹	359	47
320	Zhoucheng	bamboo food steamer	uɛ21	uɛ21	u/w ɛ ²¹	359	i n t	u/w - ɛ - ²¹	359	47
321	ProtoBai	bamboo piece	mi1b	mi1b	m i 1b/¹	369	i n t	m i 1b/¹	369	49
322	Gongxing	bamboo piece	mi12	mi12	m i ¹²	369	i n t	m i ¹²	369	49
323	Enqi	bamboo piece	mi21	mi21	m i ²¹	369	i n t	m i ²¹	369	49
324	Ega	bamboo piece	ɲyi21	ɲyi21	ɲ y/ɥ i ²¹	368	i m n t	ɲ y/ɥ i ²¹	368	48
325	Jinman	bamboo piece	(tɕiu44pʰe42)	tɕiu44pʰe42	tɕ i u ⁴⁴ + pʰ e ⁴²	370 371	i m n t + i n t	tɕ i u ⁴⁴ + pʰ e ⁴²	370 371	50
326	Zhoucheng	bamboo piece	mi21	mi21	m i ²¹	369	i n t	m i ²¹	369	49
327	Mazhelong	bamboo piece	(tsu44xo55)	tsu44xo55	ts u ⁴⁴ + x o ⁵⁵	370 372	i n t + i n t	ts - u ⁴⁴ + x o ⁵⁵	370 372	50
328	ProtoBai	bark	tree+skin	drɯ3+be1	d r ɯ ³ + b e ¹	380 379	i m n t + i n t	d r ɯ ³ + b e ¹	3802 379	51
329	Tuoluo	bark	djɯ21bi35	djɯ21bi35	d j ɯ ²¹ + b i ³⁵	380 379	i m n t + i n t	d j ɯ ²¹ + b i ³⁵	3802 379	51
330	Gongxing	bark	dʐi12bi21	dʐi12bi21	ɖʐ i ¹² + b i ²¹	378 379	i n t + i n t	ɖʐ i ¹² + b i ²¹	378 379	51
331	Enqi	bark	tree + skin	diɯ43pi21	d i/j ɯ ⁴³ + p i ²¹	380 379	i m n t + i n t	d i/j ɯ ⁴³ + p i ²¹	3802 379	51
332	Ega	bark	tree + skin	dʑi42tɕyi21qa55	dʑ i ⁴² + tɕ y/ɥ i ²¹ + q a ⁵⁵	378 380 381	i n t + i m n t + i n t	dʑ i ⁴² + tɕ y/ɥ i ²¹ + q a ⁵⁵	378 3802 381	51
333	Jinman	bark	tree + skin	ɖɯ42tɕyi21	ɖ ɯ ⁴² + tɕ y/ɥ i ²¹	378 380	i n t + i m n t	ɖ ɯ ⁴² + tɕ y/ɥ i ²¹	378 3802	51
334	Jinxing	bark	tsɯ31pe21	tsɯ31pe21	ts ɯ ³¹ + p e ²¹	378 379	i n t + i n t	ts ɯ ³¹ + p e ²¹	378 379	51
335	Dashi	bark	tʂɯ21pe21	tʂɯ21pe21	ʈʂ ɯ ²¹ + p e ²¹	378 379	i n t + i n t	ʈʂ ɯ ²¹ + p e ²¹	378 379	51
336	Zhoucheng	bark	tsɯpe21	tsɯpe21	ts ɯ ⁰ + p e ²¹	378 379	i n t + i n t	ts ɯ ⁰ + p e ²¹	378 379	51
337	Mazhelong	bark	ɕen55pe21	ɕen55pe21	ɕ e n ⁵⁵ + p e ²¹	382 379	i n c t + i n t	ɕ e n ⁵⁵ + p e ²¹	382 379	51
338	ProtoBai	barley	zɔ1	zɔ1	z ɔ ¹	400	i n t	z ɔ ¹	400	52
339	Tuoluo	barley	zɔ35	zɔ35	z ɔ ³⁵	400	i n t	z ɔ ³⁵	400	52
340	Gongxing	barley	zao12	zao12	z ao ¹²	400	i n t	z ao ¹²	400	52
341	Enqi	barley	zo43	zo43	z o ⁴³	400	i n t	z o ⁴³	400	52
342	Ega	barley	zo21	zo21	z o ²¹	400	i n t	z o ²¹	400	52
343	Jinman	barley	zao21	zao21	z ao ²¹	400	i n t	z ao ²¹	400	52
344	Jinxing	barley	sou21	sou21	s ou ²¹	400	i n t	s ou ²¹	400	52
345	Dashi	barley	zau21	zau21	z au ²¹	400	i n t	z au ²¹	400	52
346	Zhoucheng	barley	zo21	zo21	z o ²¹	400	i n t	z o ²¹	400	52
347	Mazhelong	barley	zo21	zo21	z o ²¹	400	i n t	z o ²¹	400	52
348	ProtoBai	be blind	tæ1	tæ1	t æ ¹	412	i n t	t æ - ¹	412	54
349	Tuoluo	be blind	ta55	ta55	t a ⁵⁵	412	i n t	t a - ⁵⁵	412	54
350	Gongxing	be blind	ten55	ten55	t e n ⁵⁵	412	i n c t	t e n ⁵⁵	412	54
351	Enqi	be blind	tæ24	tæ24	t æ ²⁴	412	i n t	t æ - ²⁴	412	54
352	Ega	be blind	ta55	ta55	t a ⁵⁵	412	i n t	t a - ⁵⁵	412	54
353	Jinman	be blind	tã55	tã55	t ã ⁵⁵	412	i n t	t ã - ⁵⁵	412	54
354	Jinxing	be blind	tan55	tan55	t a n ⁵⁵	412	i n c t	t a n ⁵⁵	412	54
355	Dashi	be blind	[ɕa13]	ɕa13	ɕ a ¹³	411	i n t	ɕ a ¹³	411	53
356	Zhoucheng	be blind	tɛ35	tɛ35	t ɛ ³⁵	412	i n t	t ɛ - ³⁵	412	54
357	Mazhelong	be blind	tɚ55	tɚ55	t ɚ/ə ⁵⁵	412	i n t	t ɚ/ə - ⁵⁵	412	54
358	ProtoBai	be hungry	tɕɯ1	tɕɯ1	tɕ ɯ ¹	422	i n t	tɕ - ɯ ¹	422	55
359	Tuoluo	be hungry	tɕiɯ55qʰɔ42	tɕiɯ55qʰɔ42	tɕ i/j ɯ ⁵⁵ + qʰ ɔ ⁴²	422 423	i m n t + i n t	tɕ i/j ɯ ⁵⁵ + qʰ ɔ ⁴²	422 423	55
360	Gongxing	be hungry	tɕi22qʰa55	tɕi22qʰa55	tɕ i ²² + qʰ a ⁵⁵	422 423	i n t + i n t	tɕ - i ²² + qʰ a ⁵⁵	422 423	55
361	Enqi	be hungry	tɕiɯ24qʰa55	tɕiɯ24qʰa55	tɕ i/j ɯ ²⁴ + qʰ a ⁵⁵	422 423	i m n t + i n t	tɕ i/j ɯ ²⁴ + qʰ a ⁵⁵	422 423	55
362	Ega	be hungry	tɕʰi55qʰo44	tɕʰi55qʰo44	tɕʰ i ⁵⁵ + qʰ o ⁴⁴	422 423	i n t + i n t	tɕʰ - i ⁵⁵ + qʰ o ⁴⁴	422 423	55
363	Jinman	be hungry	tɕi55qʰa44	tɕi55qʰa44	tɕ i ⁵⁵ + qʰ a ⁴⁴	422 423	i n t + i n t	tɕ - i ⁵⁵ + qʰ a ⁴⁴	422 423	55
364	Jinxing	be hungry	(ŋõ42)	ŋõ42	ŋ õ ⁴²	424	i n t	ŋ õ ⁴²	424	56
365	Dashi	be hungry	tɕi35kʰa44	tɕi35kʰa44	tɕ i ³⁵ + kʰ a ⁴⁴	422 423	i n t + i n t	tɕ - i ³⁵ + kʰ a ⁴⁴	422 423	55
366	Zhoucheng	be hungry	(fu44xua55)	fu44xua55	f u ⁴⁴ + x u/w a ⁵⁵	425 426	i n t + i m n t	f u ⁴⁴ + x u/w a ⁵⁵	425 426	57
367	Mazhelong	be hungry	tɕi55kʰa44	tɕi55kʰa44	tɕ i ⁵⁵ + kʰ a ⁴⁴	422 423	i n t + i n t	tɕ - i ⁵⁵ + kʰ a ⁴⁴	422 423	55
368	ProtoBai	be numb	bri2	bri2	b r i ²	441	i m n t	b r i ²	441	58
369	Tuoluo	be numb	(de33)	de33	d e ³³	445	i n t	d e ³³	445	62
370	Gongxing	be numb	(dʑyen12)ʂi22	ʂi22	ʂ i ²²	444	i n t	ʂ i ²²	444	61
371	Enqi	be numb	(qui21)	qui21	q u/w i ²¹	443	i m n t	q u/w i ²¹	443	60
372	Ega	be numb	tɕyi21	tɕyi21	tɕ y/ɥ i ²¹	442	i m n t	tɕ y/ɥ i ²¹	442	59
373	Jinman	be numb	tɕyẽ21	tɕyẽ21	tɕ y/ɥ ẽ ²¹	442	i m n t	tɕ y/ɥ ẽ ²¹	442	59
374	Jinxing	be numb	piǝ21	piǝ21	p i ə ²¹	441	i m n t	p i ə ²¹	441	58
375	Dashi	be numb	pi21	pi21	p i ²¹	441	i n t	p - i ²¹	441	58
376	Zhoucheng	be numb	pi21	pi21	p i ²¹	441	i n t	p - i ²¹	441	58
377	Mazhelong	be numb	pi21	pi21	p i ²¹	441	i n t	p - i ²¹	441	58
378	ProtoBai	be on the other side of (a river)	qæ4	qæ4	q æ ⁴	452	i n t	q æ ⁴	452	63
379	Tuoluo	be on the other side of (a river)	qa42	qa42	q a ⁴²	452	i n t	q a ⁴²	452	63
380	Gongxing	be on the other side of (a river)	qæ24	qæ24	q æ ²⁴	452	i n t	q æ ²⁴	452	63
381	Enqi	be on the other side of (a river)	qæ55	qæ55	q æ ⁵⁵	452	i n t	q æ ⁵⁵	452	63
382	Ega	be on the other side of (a river)	qa42	qa42	q a ⁴²	452	i n t	q a ⁴²	452	63
383	Jinman	be on the other side of (a river)	qa55	qa55	q a ⁵⁵	452	i n t	q a ⁵⁵	452	63
384	Jinxing	be on the other side of (a river)	ka44	ka44	k a ⁴⁴	452	i n t	k a ⁴⁴	452	63
385	Dashi	be on the other side of (a river)	kɚ44	kɚ44	k ɚ/ə ⁴⁴	452	i n t	k ɚ/ə ⁴⁴	452	63
386	Zhoucheng	be on the other side of (a river)	kɛ55	kɛ55	k ɛ ⁵⁵	452	i n t	k ɛ ⁵⁵	452	63
387	Mazhelong	be on the other side of (a river)	kɚ44	kɚ44	k ɚ/ə ⁴⁴	452	i n t	k ɚ/ə ⁴⁴	452	63
388	ProtoBai	be thirsty	qʰa4	qʰa4	qʰ a ⁴	463	i n t	qʰ a ⁴	463	64
389	Tuoluo	be thirsty	qʰɔ42	qʰɔ42	qʰ ɔ ⁴²	463	i n t	qʰ ɔ ⁴²	463	64
390	Gongxing	be thirsty	qʰa24	qʰa24	qʰ a ²⁴	463	i n t	qʰ a ²⁴	463	64
391	Enqi	be thirsty	qʰa55	qʰa55	qʰ a ⁵⁵	463	i n t	qʰ a ⁵⁵	463	64
392	Ega	be thirsty	qʰo44	qʰo44	qʰ o ⁴⁴	463	i n t	qʰ o ⁴⁴	463	64
393	Jinman	be thirsty	qʰa55	qʰa55	qʰ a ⁵⁵	463	i n t	qʰ a ⁵⁵	463	64
394	Jinxing	be thirsty	kʰɑ44	kʰɑ44	kʰ ɑ ⁴⁴	463	i n t	kʰ ɑ ⁴⁴	463	64
395	Dashi	be thirsty	kʰa44	kʰa44	kʰ a ⁴⁴	463	i n t	kʰ a ⁴⁴	463	64
396	Zhoucheng	be thirsty	kʰa44	kʰa44	kʰ a ⁴⁴	463	i n t	kʰ a ⁴⁴	463	64
397	Mazhelong	be thirsty	kʰɐ44 (is ɐ a regular phoneme of  mzl or is this a mistake?)	kʰɐ44	kʰ ɐ ⁴⁴	463	i n t	kʰ ɐ ⁴⁴	463	64
398	ProtoBai	bed	droŋ1	droŋ1	d r o ŋ ¹	474	i m n c t	d r o ŋ ¹	474	65
399	Tuoluo	bed	dioŋ35	dioŋ35	d i/j o ŋ ³⁵	474	i m n c t	d i/j o ŋ ³⁵	474	65
400	Gongxing	bed	dzoŋ12	dzoŋ12	dz o ŋ ¹²	474	i n c t	dz - o ŋ ¹²	474	65
401	Enqi	bed	tio21	tio21	t i/j o ²¹	474	i m n t	t i/j o - ²¹	474	65
402	Ega	bed	(ŋu22ti22tɕʰu42qʰa44)	ŋu22ti22tɕʰu42qʰa44	ŋ u ²² + t i ²² + tɕʰ u ⁴² + qʰ a ⁴⁴	475 476 474 477	i n t + i n t + i n t + i n t	ŋ u ²² + t i ²² + tɕʰ - u - ⁴² + qʰ a ⁴⁴	475 476 474 477	65
403	Jinman	bed	(ũ42fi22tɕʰu42)	ũ42fi22tɕʰu42	ũ ⁴² + f i ²² + tɕʰ u ⁴²	478 479 474	n t + i n t + i n t	ũ ⁴² + f i ²² + tɕʰ - u - ⁴²	478 479 474	65
404	Jinxing	bed	tsõ21	tsõ21	ts õ ²¹	474	i n t	ts - õ - ²¹	474	65
405	Dashi	bed	(kʰo33)	kʰo33	kʰ o ³³	474	i n t	kʰ - o - ³³	474	65
406	Zhoucheng	bed	tso21	tso21	ts o ²¹	474	i n t	ts - o - ²¹	474	65
407	Mazhelong	bed	(tɕʰyi21)	tɕʰyi21	tɕʰ y/ɥ i ²¹	474	i m n t	tɕʰ y/ɥ i - ²¹	474	65
408	ProtoBai	bee	pʰjuŋ1	pʰjuŋ1	pʰ j u ŋ ¹	490	i m n c t	pʰ j u ŋ ¹	490	66
409	Tuoluo	bee	fɚ̃55	fɚ̃55	f ɚ/ə̃ ⁵⁵	490	i n t	f - ɚ/ə̃ - ⁵⁵	490	66
410	Gongxing	bee	pfuŋ55	pfuŋ55	pf u ŋ ⁵⁵	490	i n c t	pf - u ŋ ⁵⁵	490	66
411	Enqi	bee	fo24	fo24	f o ²⁴	490	i n t	f - o - ²⁴	490	66
412	Ega	bee	xõ55	xõ55	x õ ⁵⁵	491	i n t	x õ ⁵⁵	491	67
413	Jinman	bee	xõ55	xõ55	x õ ⁵⁵	491	i n t	x õ ⁵⁵	491	67
414	Jinxing	bee	fṽ55	fṽ55	f ṽ/ʯ̃ ⁵⁵	490	i n t	f - ṽ/ʯ̃ - ⁵⁵	490	66
415	Dashi	bee	fṽ55	fṽ55	f ṽ/ʯ̃ ⁵⁵	490	i n t	f - ṽ/ʯ̃ - ⁵⁵	490	66
416	Zhoucheng	bee	fv55	fv55	f v/ʯ ⁵⁵	490	i n t	f - v/ʯ - ⁵⁵	490	66
417	Mazhelong	bee	pʰen55	pʰen55	pʰ e n ⁵⁵	490	i n c t	pʰ - e n ⁵⁵	490	66
418	ProtoBai	belly	pju4	pju4	p j u ⁴	501	i m n t	p j u ⁴	501	68
419	Tuoluo	belly	fɚ42	fɚ42	f ɚ/ə ⁴²	501	i n t	f - ɚ/ə ⁴²	501	68
420	Gongxing	belly	[ʐi21]	ʐi21	ʐ i ²¹	502	i n t	ʐ i ²¹	502	69
421	Enqi	belly	fo24	fo24	f o ²⁴	501	i n t	f - o ²⁴	501	68
422	Ega	belly	xu44	xu44	x u ⁴⁴	502	i n t	x u ⁴⁴	502	69
423	Jinman	belly	[ʐɚ42]	ʐɚ42	ʐ ɚ/ə ⁴²	502	i n t	ʐ ɚ/ə ⁴²	502	69
424	Jinxing	belly	fv44	fv44	f v/ʯ ⁴⁴	501	i n t	f - v/ʯ ⁴⁴	501	68
425	Dashi	belly	fo44	fo44	f o ⁴⁴	501	i n t	f - o ⁴⁴	501	68
426	Zhoucheng	belly	fv44	fv44	f v/ʯ ⁴⁴	501	i n t	f - v/ʯ ⁴⁴	501	68
427	Mazhelong	belly	pɯ44	pɯ44	p ɯ ⁴⁴	501	i n t	p - ɯ ⁴⁴	501	68
428	ProtoBai	big	dɔ5	dɔ5	d ɔ ⁵	512	i n t	d ɔ ⁵	512	70
429	Tuoluo	big	dɔ21	dɔ21	d ɔ ²¹	512	i n t	d ɔ ²¹	512	70
430	Gongxing	big	da42	da42	d a ⁴²	512	i n t	d a ⁴²	512	70
431	Enqi	big	da43	da43	d a ⁴³	512	i n t	d a ⁴³	512	70
432	Ega	big	do42	do42	d o ⁴²	512	i n t	d o ⁴²	512	70
433	Jinman	big	do42	do42	d o ⁴²	512	i n t	d o ⁴²	512	70
434	Jinxing	big	tou42	tou42	t ou ⁴²	512	i n t	t ou ⁴²	512	70
435	Dashi	big	tou42	tou42	t ou ⁴²	512	i n t	t ou ⁴²	512	70
436	Zhoucheng	big	to42	to42	t o ⁴²	512	i n t	t o ⁴²	512	70
437	Mazhelong	big	do42	do42	d o ⁴²	512	i n t	d o ⁴²	512	70
438	ProtoBai	bind; tie up	bjo4	bjo4	b j o ⁴	523	i m n t	b j o ⁴	523	71
439	Tuoluo	bind; tie up	vɚ42	vɚ42	v ɚ/ə ⁴²	523	i n t	v - ɚ/ə ⁴²	523	71
440	Gongxing	bind; tie up	bvu21	bvu21	b v u ²¹	523	i m n t	b v u ²¹	523	71
441	Enqi	bind; tie up	fo21	fo21	f o ²¹	523	i n t	f - o ²¹	523	71
442	Ega	bind; tie up	u42	u42	u ⁴²	524	n t	u ⁴²	524	72
443	Jinman	bind; tie up	u21	u21	u ²¹	524	n t	u ²¹	524	72
444	Jinxing	bind; tie up	fv42	fv42	f v/ʯ ⁴²	523	i n t	f - v/ʯ ⁴²	523	71
445	Dashi	bind; tie up	fv42	fv42	f v/ʯ ⁴²	523	i n t	f - v/ʯ ⁴²	523	71
446	Zhoucheng	bind; tie up	v42	v42	v/ʯ ⁴²	524	n t	v/ʯ ⁴²	524	72
447	Mazhelong	bind; tie up	pʰǝɯ42	pʰǝɯ42	pʰ əɯ ⁴²	523	i n t	pʰ - əɯ ⁴²	523	71
